student_id,course_type,institute_tier,region,target_sector,cgpa,academic_consistency_score,num_internships,internship_months,internship_employer_type,internship_performance,num_certifications,certifications,institute_placement_rate_3m,institute_placement_rate_6m,institute_placement_rate_12m,institute_avg_salary_lpa,placement_cell_score,recruiter_diversity_score,job_demand_score,region_job_density,sector_growth_rate,job_applications_per_week,interviews_attended,resume_updated_recently,linkedin_active,internship_quality_score,skill_relevance_score,institute_strength_index,placed_3m,placed_6m,placed_12m,actual_salary_lpa
STU0441,Engineering,Tier 2,Hyderabad,Healthcare,9.56,76.2,1,4,SME,3.7,1,SQL,0.58,0.6599999999999999,0.7899999999999999,7.1,0.53,0.33,0.4,0.93,0.08,20,10,1,0,0.52,0.18,0.51,0,0,0,10.1
STU0442,Engineering,Tier 2,Pune,BFSI,8.56,55.1,1,3,MNC,4.5,0,None,0.25,0.42000000000000004,0.53,6.0,0.55,0.65,0.73,0.25,0.18,10,7,0,1,0.81,0.3,0.54,0,1,1,11.7
STU0443,Nursing,Tier 1,Bangalore,BFSI,5.28,92.3,1,2,PSU,3.9,0,None,0.82,0.97,1.0,6.5,0.73,0.91,0.99,0.62,0.17,21,2,0,1,0.51,0.3,0.86,0,1,1,6.1
STU0444,Nursing,Tier 3,Delhi,Pharma,7.97,60.9,1,3,Startup,3.1,0,None,0.21,0.35,0.44999999999999996,4.8,0.8,0.76,0.33,0.64,0.09,18,8,1,1,0.58,0.3,0.65,1,1,1,3.1
STU0445,Data Science,Tier 1,Hyderabad,Pharma,4.08,80.0,1,4,NGO,4.9,4,Tableau|Digital Marketing|Machine Learning|Cybersecurity,0.79,0.88,0.93,19.6,0.72,0.97,0.76,0.91,0.19,15,6,0,1,0.62,1.0,0.84,0,0,1,24.8
STU0446,Engineering,Tier 1,Kolkata,EdTech,6.19,37.7,1,4,Startup,3.8,1,Python,0.41,0.48,0.53,28.8,0.86,0.82,0.85,0.45,0.09,27,5,0,1,0.65,0.48,0.73,0,1,1,20.4
STU0447,Nursing,Tier 1,Pune,EdTech,7.4,87.5,1,3,Startup,3.1,2,SQL|Python,0.5,0.64,0.71,5.2,0.97,0.72,0.82,0.99,0.3,28,11,1,1,0.58,0.65,0.8,0,0,1,5.9
STU0448,Commerce,Tier 2,Bangalore,EdTech,6.52,65.0,2,12,MNC,4.1,0,None,0.69,0.85,0.9299999999999999,5.3,0.8,0.37,0.62,0.59,0.05,27,11,0,0,0.93,0.0,0.69,1,1,1,6.8
STU0449,Nursing,Tier 2,Pune,BFSI,5.51,53.1,1,3,NGO,3.4,0,None,0.55,0.64,0.7,5.2,0.85,1.0,0.93,0.94,0.22,21,13,0,1,0.48,0.3,0.83,1,1,1,3.8
STU0450,Data Science,Tier 2,Chennai,Healthcare,4.96,80.6,0,0,None,0.0,1,PMP,0.36,0.56,0.67,12.2,0.7,0.87,0.54,0.51,0.2,10,4,1,0,0.16,0.18,0.71,0,0,0,9.2
STU0451,Nursing,Tier 2,Pune,Manufacturing,7.77,75.4,1,3,PSU,4.6,1,Cybersecurity,0.38,0.46,0.6000000000000001,5.9,0.99,0.87,0.43,0.37,0.04,28,13,1,1,0.58,0.48,0.8,0,0,0,4.3
STU0452,Arts,Tier 3,Bangalore,BFSI,7.84,69.9,2,8,PSU,3.4,0,None,0.24,0.38,0.46,4.5,0.35,0.52,0.31,0.59,-0.08,16,8,0,1,0.57,0.3,0.41,0,0,1,4.1
STU0453,Law,Tier 1,Kolkata,Pharma,6.0,52.7,2,6,NGO,3.4,1,React,0.57,0.74,0.88,21.3,0.72,0.93,0.96,0.99,-0.05,14,11,0,1,0.53,0.48,0.79,1,1,1,17.0
STU0454,Nursing,Tier 2,Bangalore,Pharma,4.9,89.3,1,3,MNC,4.1,1,Digital Marketing,0.83,1.0,1.0,3.5,0.97,0.89,0.57,0.71,0.28,20,14,1,1,0.78,0.48,0.95,1,1,1,3.6
STU0455,Arts,Tier 2,Delhi,Healthcare,7.76,91.3,1,1,Startup,3.1,4,Java|AWS|Python|CFA,0.47,0.64,0.7,3.5,0.89,0.95,0.85,0.36,0.06,22,10,1,0,0.54,0.7,0.83,1,1,1,4.9
STU0456,MBA,Tier 3,Delhi,Consulting,6.5,77.2,3,9,PSU,3.6,1,Tableau,0.55,0.63,0.77,5.6,0.42,0.47,0.4,0.61,0.17,7,4,1,1,0.6,0.48,0.5,0,1,1,7.1
STU0457,Nursing,Tier 3,Kolkata,FMCG,7.53,68.8,1,2,PSU,4.9,0,None,0.45,0.5800000000000001,0.67,4.8,0.23,0.87,0.46,0.88,-0.04,22,3,0,1,0.59,0.3,0.53,0,1,1,2.9
STU0458,Arts,Tier 3,Kolkata,BFSI,7.78,85.3,3,15,SME,3.1,2,AWS|Tableau,0.27,0.37,0.51,3.0,0.7,0.36,0.94,0.82,-0.0,1,10,1,1,0.61,0.65,0.5,0,1,1,3.0
STU0459,Law,Tier 1,Pune,FMCG,6.62,59.3,0,0,None,0.0,3,CFA|Machine Learning|Tableau,0.45,0.55,0.68,24.6,0.88,0.78,0.46,0.72,0.17,4,4,0,0,0.16,0.52,0.75,0,0,1,14.9
STU0460,Engineering,Tier 1,Pune,Pharma,6.6,62.4,2,6,Startup,4.7,0,None,0.56,0.65,0.71,18.4,0.71,0.82,0.45,0.43,0.26,25,10,0,1,0.76,0.3,0.72,1,1,1,20.0
STU0461,Nursing,Tier 2,Hyderabad,IT,6.97,80.9,1,2,SME,4.6,1,Machine Learning,0.4,0.55,0.6000000000000001,3.2,0.46,0.59,0.87,0.91,-0.0,15,0,0,1,0.56,0.48,0.53,0,0,1,4.9
STU0462,Data Science,Tier 2,Pune,Consulting,6.3,35.0,1,5,SME,4.1,1,Tableau,0.29,0.47,0.5599999999999999,13.0,0.94,0.51,0.43,0.56,-0.0,7,4,1,1,0.57,0.48,0.67,0,1,1,11.5
STU0463,MBA,Tier 2,Ahmedabad,FMCG,6.09,49.7,1,2,PSU,3.5,2,Tableau|CFA,0.32,0.49,0.6,11.8,0.48,0.64,0.67,0.76,0.29,8,11,1,1,0.47,0.65,0.53,0,1,1,12.8
STU0464,Nursing,Tier 1,Kolkata,EdTech,8.78,48.8,1,6,NGO,4.9,0,None,0.71,0.78,0.8400000000000001,5.8,0.85,0.65,0.99,0.41,0.08,14,4,0,1,0.65,0.3,0.77,0,1,1,6.1
STU0465,Law,Tier 1,Bangalore,Consulting,8.52,72.9,2,12,NGO,4.1,1,CFA,0.86,0.9299999999999999,1.0,19.6,0.96,0.76,0.42,0.81,0.23,18,14,1,1,0.69,0.48,0.89,1,1,1,18.5
STU0466,MBA,Tier 1,Hyderabad,IT,6.6,78.7,2,8,Startup,4.8,2,Python|PMP,0.89,1.0,1.0,39.5,0.81,0.78,0.83,0.83,-0.01,3,12,1,0,0.8,0.35,0.86,0,0,1,27.2
STU0467,Commerce,Tier 1,Pune,FMCG,6.31,68.7,1,6,SME,4.3,1,Digital Marketing,0.56,0.6300000000000001,0.7000000000000002,10.4,0.91,0.99,0.61,0.61,0.11,24,2,0,1,0.6,0.48,0.85,1,1,1,10.2
STU0468,Commerce,Tier 1,Hyderabad,FMCG,5.37,89.4,2,12,SME,3.9,2,Cybersecurity|PMP,0.45,0.63,0.73,13.4,0.95,0.97,0.51,0.96,-0.04,12,8,1,0,0.67,0.35,0.86,0,0,0,9.8
STU0469,Law,Tier 3,Chennai,FMCG,9.19,64.0,1,2,Startup,4.1,3,Machine Learning|SQL|Tableau,0.37,0.52,0.5800000000000001,6.4,0.82,0.32,0.84,0.21,-0.01,25,0,1,0,0.64,0.52,0.58,0,1,1,5.7
STU0470,Engineering,Tier 1,Hyderabad,Manufacturing,8.27,85.2,1,1,Startup,4.4,2,React|Java,0.48,0.63,0.77,24.9,0.71,0.75,0.87,0.97,0.05,6,2,0,0,0.65,0.35,0.7,0,0,0,21.7
STU0471,Law,Tier 1,Mumbai,EdTech,4.74,46.9,2,8,Startup,5.0,2,React|AWS,0.66,0.77,0.9,20.4,0.93,0.92,0.36,0.24,0.22,2,4,1,1,0.81,0.65,0.88,1,1,1,18.8
STU0472,Data Science,Tier 3,Pune,Consulting,4.8,83.7,3,15,SME,4.4,2,CFA|Power BI,0.38,0.53,0.61,4.2,0.95,0.63,0.51,0.32,0.23,8,6,0,0,0.71,0.35,0.73,0,1,1,7.1
STU0473,MBA,Tier 2,Pune,Pharma,8.15,74.2,1,5,NGO,3.9,0,None,0.62,0.69,0.7999999999999999,13.3,0.43,0.68,0.36,0.86,0.15,6,8,1,1,0.56,0.3,0.58,0,0,1,13.3
STU0474,Law,Tier 3,Chennai,Consulting,5.95,53.3,0,0,None,0.0,1,Machine Learning,0.21,0.3,0.43,4.8,0.42,0.99,0.88,1.0,-0.03,14,0,1,0,0.16,0.18,0.55,0,0,1,3.4
STU0475,Engineering,Tier 2,Pune,FMCG,7.18,76.4,2,6,PSU,3.1,1,Machine Learning,0.71,0.78,0.87,13.9,0.74,0.57,0.33,0.74,0.29,8,4,0,1,0.51,0.48,0.7,1,1,1,10.3
STU0476,MBA,Tier 3,Hyderabad,IT,8.15,37.1,2,4,NGO,4.8,0,None,0.19,0.29000000000000004,0.43000000000000005,7.8,0.95,0.78,0.37,0.38,0.06,17,11,0,0,0.61,0.0,0.7,0,0,0,6.3
STU0477,Commerce,Tier 1,Mumbai,EdTech,8.79,81.3,3,18,PSU,4.0,2,Machine Learning|CFA,0.9,1.0,1.0,11.4,0.76,0.71,0.59,0.48,0.11,13,10,0,0,0.68,0.35,0.82,1,1,1,11.3
STU0478,Commerce,Tier 1,Hyderabad,FMCG,7.98,95.3,0,0,None,0.0,2,Tableau|Java,0.83,0.8999999999999999,1.0,14.0,0.93,0.76,0.43,0.95,0.11,5,14,0,0,0.16,0.35,0.87,0,0,1,8.6
STU0479,Law,Tier 2,Delhi,Healthcare,8.8,82.6,0,0,None,0.0,1,Machine Learning,0.6,0.73,0.83,10.8,0.96,0.99,0.58,0.99,-0.04,19,8,1,0,0.16,0.18,0.9,0,0,0,7.2
STU0480,MBA,Tier 3,Pune,Healthcare,4.64,60.7,2,6,PSU,5.0,0,None,0.17,0.24000000000000002,0.33,6.0,0.25,0.85,0.33,0.72,0.03,5,11,1,1,0.66,0.3,0.43,0,0,1,7.3
STU0481,Data Science,Tier 1,Pune,Pharma,5.74,78.4,1,5,PSU,4.6,1,Power BI,0.93,1.0,1.0,28.2,0.91,0.69,0.99,0.87,0.22,11,3,0,0,0.61,0.18,0.87,0,1,1,22.3
STU0482,Nursing,Tier 1,Ahmedabad,IT,7.69,56.0,2,8,NGO,3.2,1,Cybersecurity,0.78,0.97,1.0,4.2,0.9,0.91,0.97,0.33,0.06,11,2,1,0,0.55,0.18,0.92,1,1,1,6.3
STU0483,MBA,Tier 3,Bangalore,Pharma,7.09,64.5,2,2,NGO,4.1,1,Machine Learning,0.19,0.32,0.38,9.6,0.92,0.27,0.54,0.69,-0.06,25,1,0,1,0.52,0.48,0.55,0,0,1,6.7
STU0484,Arts,Tier 1,Delhi,Manufacturing,8.48,52.4,2,4,PSU,3.5,3,CFA|Cybersecurity|PMP,0.29,0.39,0.46,4.8,0.95,0.9,0.65,0.42,0.17,29,5,1,0,0.51,0.52,0.77,0,0,1,7.7
STU0485,Arts,Tier 3,Delhi,BFSI,4.76,58.6,2,4,SME,3.0,1,Power BI,0.04,0.17,0.23,4.8,0.56,0.43,0.74,0.74,-0.02,3,4,1,0,0.47,0.18,0.4,0,0,0,2.7
STU0486,Commerce,Tier 1,Mumbai,EdTech,4.65,91.1,0,0,None,0.0,1,Machine Learning,0.64,0.77,0.89,11.7,0.94,0.78,0.66,0.85,0.07,12,3,1,1,0.16,0.48,0.84,0,0,0,8.3
STU0487,Law,Tier 1,Ahmedabad,BFSI,7.99,69.9,1,3,Startup,4.4,2,Cybersecurity|CFA,0.82,0.8999999999999999,0.9899999999999999,22.9,0.76,0.76,0.52,0.32,0.02,2,11,0,0,0.68,0.35,0.8,0,0,1,16.9
STU0488,Nursing,Tier 2,Kolkata,IT,7.51,89.5,0,0,None,0.0,3,Python|Digital Marketing|Java,0.76,0.89,0.95,4.4,0.94,0.43,0.53,0.52,0.13,23,5,0,1,0.16,0.82,0.77,0,1,1,3.8
STU0489,Data Science,Tier 3,Hyderabad,IT,8.83,72.6,1,4,MNC,3.2,2,React|Java,0.29,0.48,0.62,7.2,0.61,0.34,0.96,0.57,-0.05,15,10,1,0,0.72,0.35,0.49,1,1,1,8.8
STU0490,Data Science,Tier 1,Bangalore,Pharma,6.52,87.9,1,6,NGO,4.8,3,Cybersecurity|Machine Learning|AWS,0.89,0.95,1.0,28.1,0.83,0.95,0.53,0.31,0.22,11,13,1,1,0.64,0.82,0.9,1,1,1,24.4
STU0491,Data Science,Tier 2,Ahmedabad,FMCG,8.81,59.3,2,2,SME,3.4,0,None,0.35,0.5,0.62,9.9,0.61,0.99,0.56,0.81,0.08,10,4,1,0,0.47,0.0,0.69,0,0,1,12.8
STU0492,Nursing,Tier 2,Hyderabad,Healthcare,5.89,74.0,2,10,SME,4.8,1,Python,0.87,1.0,1.0,4.8,0.99,0.49,0.34,0.23,0.18,16,10,1,1,0.71,0.48,0.84,0,0,0,3.9
STU0493,Commerce,Tier 1,Hyderabad,IT,6.62,76.8,1,3,NGO,3.1,3,Digital Marketing|AWS|SQL,0.85,1.0,1.0,10.8,0.71,0.66,0.75,0.77,0.13,6,1,0,1,0.46,0.82,0.78,0,1,1,11.1
STU0494,Nursing,Tier 3,Pune,IT,5.07,71.0,0,0,None,0.0,0,None,0.06,0.2,0.26,4.8,0.95,0.3,0.73,0.22,0.27,13,6,1,1,0.16,0.3,0.53,1,1,1,2.5
STU0495,Commerce,Tier 1,Mumbai,BFSI,7.42,85.2,0,0,None,0.0,1,CFA,0.61,0.72,0.83,10.4,0.79,0.82,0.77,0.22,0.09,6,12,0,0,0.16,0.18,0.78,1,1,1,9.3
STU0496,Engineering,Tier 3,Pune,EdTech,7.44,49.9,0,0,None,0.0,0,None,0.32,0.46,0.5700000000000001,3.2,0.61,0.65,0.43,0.42,0.16,2,6,1,1,0.16,0.3,0.58,0,0,1,4.2
STU0497,Commerce,Tier 3,Mumbai,Consulting,7.22,66.6,2,4,SME,4.9,0,None,0.55,0.64,0.72,3.8,0.62,0.5,0.65,0.44,-0.04,12,2,1,0,0.62,0.0,0.59,0,1,1,3.0
STU0498,Law,Tier 3,Delhi,Pharma,7.9,41.5,0,0,None,0.0,0,None,0.41,0.5599999999999999,0.6499999999999999,5.0,0.37,0.6,0.99,0.26,0.01,21,14,1,1,0.16,0.3,0.5,0,0,1,3.7
STU0499,Data Science,Tier 1,Bangalore,EdTech,7.79,85.0,2,6,Startup,4.1,0,None,0.67,0.8400000000000001,0.9100000000000001,20.1,0.76,0.71,0.88,0.71,0.06,8,6,1,0,0.71,0.0,0.77,1,1,1,23.4
STU0500,Arts,Tier 3,Hyderabad,FMCG,4.0,82.4,1,5,SME,4.6,1,Machine Learning,0.12,0.2,0.33,3.9,0.94,0.8,0.43,0.84,0.16,14,4,1,1,0.61,0.48,0.68,0,0,1,3.8
STU0501,Law,Tier 2,Hyderabad,EdTech,8.7,84.9,1,4,PSU,3.7,4,Java|Python|React|SQL,0.37,0.52,0.66,10.0,1.0,0.54,0.88,0.76,0.18,14,3,1,0,0.52,0.7,0.72,0,1,1,9.0
STU0502,MBA,Tier 1,Bangalore,BFSI,5.48,34.8,1,1,PSU,4.4,0,None,0.89,1.0,1.0,37.3,0.77,0.82,0.75,0.33,0.29,1,8,1,0,0.53,0.0,0.85,0,0,0,23.4
STU0503,Data Science,Tier 2,Ahmedabad,IT,6.51,68.3,1,2,MNC,3.9,0,None,0.31,0.44,0.51,13.9,0.71,0.67,0.63,0.74,0.13,0,7,1,1,0.75,0.3,0.62,0,1,1,12.7
STU0504,Arts,Tier 2,Chennai,FMCG,6.18,80.1,1,2,SME,4.7,0,None,0.35,0.54,0.66,3.9,0.55,0.63,0.93,0.32,0.23,20,7,1,1,0.57,0.3,0.57,0,0,0,4.2
STU0505,Arts,Tier 1,Mumbai,Healthcare,5.66,66.6,1,3,Startup,3.7,0,None,0.83,0.9299999999999999,0.98,6.4,0.74,0.74,0.85,0.7,0.08,6,3,0,0,0.63,0.0,0.8,1,1,1,6.3
STU0506,Nursing,Tier 3,Pune,BFSI,7.32,51.9,3,3,PSU,3.9,2,Power BI|AWS,0.44,0.54,0.6900000000000001,4.8,0.21,0.28,1.0,0.59,0.13,0,5,1,0,0.52,0.35,0.33,1,1,1,3.5
STU0507,Nursing,Tier 2,Pune,Pharma,7.14,76.9,3,6,SME,4.2,3,CFA|React|AWS,0.36,0.49,0.56,5.6,0.61,0.57,0.77,0.59,-0.06,17,8,1,1,0.6,0.82,0.56,0,1,1,3.7
STU0508,Commerce,Tier 3,Mumbai,Healthcare,4.47,55.6,1,1,MNC,3.5,0,None,0.38,0.46,0.5700000000000001,5.1,0.89,0.19,0.55,0.71,-0.09,16,5,0,0,0.7,0.0,0.55,0,1,1,3.5
STU0509,Arts,Tier 3,Ahmedabad,Healthcare,6.69,81.7,2,8,NGO,4.6,1,CFA,0.22,0.41000000000000003,0.56,2.9,0.76,0.64,0.64,0.73,0.05,8,8,0,1,0.66,0.48,0.62,1,1,1,3.9
STU0510,Arts,Tier 3,Delhi,EdTech,8.28,82.6,2,8,SME,3.4,1,SQL,0.09,0.16,0.23,4.9,0.79,0.76,0.35,0.92,0.08,12,1,0,0,0.57,0.18,0.59,0,1,1,3.4
STU0511,Engineering,Tier 1,Pune,FMCG,5.96,63.2,0,0,None,0.0,2,Python|React,0.81,0.92,0.98,17.3,0.87,0.86,0.62,0.84,-0.06,15,12,1,0,0.16,0.35,0.88,0,1,1,17.0
STU0512,Law,Tier 3,Bangalore,Pharma,4.13,94.8,1,1,Startup,3.9,2,PMP|Power BI,0.57,0.71,0.85,6.5,0.29,0.49,0.63,0.98,0.17,13,14,0,1,0.61,0.65,0.48,1,1,1,4.3
STU0513,Arts,Tier 3,Mumbai,IT,7.56,88.5,2,4,Startup,4.3,1,Digital Marketing,0.17,0.23,0.38,4.4,0.49,0.53,0.5,0.68,0.19,24,3,0,0,0.69,0.18,0.42,0,0,1,3.1
STU0514,Arts,Tier 1,Bangalore,EdTech,8.4,79.9,3,15,PSU,3.0,0,None,0.5,0.59,0.7,7.3,0.94,0.71,0.76,0.43,0.13,15,7,1,0,0.6,0.0,0.77,1,1,1,6.5
STU0515,Data Science,Tier 1,Hyderabad,Pharma,7.71,60.6,0,0,None,0.0,2,CFA|Java,0.81,0.89,1.0,28.4,0.91,0.69,0.92,0.63,0.24,6,14,1,0,0.16,0.35,0.84,0,0,1,20.7
STU0516,Nursing,Tier 3,Ahmedabad,BFSI,7.49,41.4,1,6,SME,4.2,0,None,0.51,0.62,0.73,4.0,0.97,0.24,0.99,0.72,0.08,29,6,0,0,0.6,0.0,0.65,1,1,1,3.4
STU0517,Engineering,Tier 2,Mumbai,BFSI,5.69,86.2,0,0,None,0.0,0,None,0.51,0.71,0.77,12.1,0.55,0.57,0.75,0.55,0.0,23,9,0,0,0.16,0.0,0.6,1,1,1,8.0
STU0518,Engineering,Tier 3,Mumbai,BFSI,7.65,66.6,2,2,NGO,3.6,1,Cybersecurity,0.5,0.67,0.81,4.2,0.29,0.15,0.73,0.77,0.05,21,14,0,1,0.48,0.48,0.36,0,0,1,5.5
STU0519,Commerce,Tier 3,Ahmedabad,FMCG,7.69,67.4,1,1,PSU,3.5,2,Python|Java,0.41,0.57,0.6299999999999999,2.9,0.57,0.64,0.54,0.44,-0.08,10,9,0,0,0.46,0.35,0.59,1,1,1,5.0
STU0520,Law,Tier 3,Ahmedabad,FMCG,9.24,67.6,1,1,SME,3.2,4,SQL|Tableau|Java|Python,0.14,0.31000000000000005,0.45000000000000007,6.5,0.47,0.39,0.32,0.72,0.11,25,11,0,0,0.43,0.7,0.4,0,1,1,4.2
STU0521,Arts,Tier 3,Pune,FMCG,8.09,64.3,1,6,MNC,4.0,2,Python|AWS,0.38,0.49,0.55,4.9,0.5,0.66,0.64,0.31,-0.08,15,1,0,1,0.82,0.65,0.54,1,1,1,3.6
STU0522,Arts,Tier 3,Kolkata,BFSI,9.03,72.0,0,0,None,0.0,1,Machine Learning,0.31,0.51,0.56,5.0,0.24,0.36,0.65,0.31,-0.05,28,0,1,1,0.16,0.48,0.36,0,1,1,4.1
STU0523,Engineering,Tier 2,Hyderabad,EdTech,8.68,81.9,3,15,Startup,4.5,3,Tableau|Power BI|SQL,0.66,0.8300000000000001,0.9600000000000001,10.4,0.72,0.34,0.69,0.83,0.13,29,12,0,1,0.84,0.82,0.64,0,1,1,11.7
STU0524,Commerce,Tier 3,Bangalore,EdTech,8.23,47.8,1,4,SME,3.1,2,React|Cybersecurity,0.42,0.58,0.69,3.2,0.38,0.74,0.67,0.62,-0.07,20,1,1,0,0.47,0.35,0.55,0,0,1,4.3
STU0525,Engineering,Tier 3,Mumbai,Pharma,8.1,71.7,2,10,NGO,3.9,1,PMP,0.17,0.34,0.4,5.0,0.66,0.11,0.76,0.73,0.16,10,2,1,1,0.64,0.48,0.4,1,1,1,5.6
STU0526,Commerce,Tier 1,Bangalore,Pharma,5.64,70.0,2,6,NGO,4.4,1,Cybersecurity,0.48,0.64,0.6900000000000001,7.6,1.0,0.74,0.87,0.5,0.24,25,9,0,0,0.61,0.18,0.81,0,0,1,9.5
STU0527,Nursing,Tier 3,Hyderabad,Consulting,8.46,66.0,2,2,SME,4.6,0,None,0.49,0.65,0.78,3.7,0.9,0.68,0.96,0.43,0.14,23,5,0,0,0.56,0.0,0.76,0,0,0,2.0
STU0528,Nursing,Tier 1,Delhi,Pharma,6.52,79.3,0,0,None,0.0,0,None,0.62,0.79,0.93,7.7,0.8,0.72,0.46,0.86,0.17,5,2,0,0,0.16,0.0,0.77,0,0,0,4.8
STU0529,Commerce,Tier 3,Hyderabad,Manufacturing,5.95,94.8,3,18,Startup,4.9,1,Cybersecurity,0.16,0.33999999999999997,0.49,2.6,0.63,0.97,0.41,0.35,0.27,11,3,0,0,0.87,0.18,0.65,1,1,1,3.6
STU0530,Commerce,Tier 1,Delhi,FMCG,6.66,74.0,1,2,MNC,4.3,0,None,0.95,1.0,1.0,14.2,0.83,0.71,0.4,0.75,0.02,7,9,0,0,0.78,0.0,0.84,0,0,1,10.8
STU0531,Law,Tier 3,Kolkata,Consulting,5.83,75.2,1,5,SME,4.1,0,None,0.42,0.61,0.73,5.5,0.66,0.26,0.6,0.47,0.28,25,2,1,1,0.57,0.3,0.53,0,0,0,4.7
STU0532,Engineering,Tier 2,Delhi,IT,8.07,64.6,2,2,MNC,3.6,0,None,0.86,1.0,1.0,9.0,0.65,0.37,0.47,0.24,0.3,24,4,1,0,0.72,0.0,0.67,1,1,1,10.8
STU0533,Arts,Tier 1,Pune,Consulting,8.41,49.9,1,1,Startup,4.9,1,Python,0.79,0.92,1.0,9.4,0.91,0.88,0.71,0.71,0.22,25,1,0,1,0.69,0.48,0.9,0,0,1,7.6
STU0534,Arts,Tier 3,Mumbai,FMCG,7.37,49.7,2,10,SME,3.8,1,SQL,0.65,0.76,0.85,3.9,0.93,0.13,0.47,0.35,0.1,20,9,1,0,0.63,0.18,0.64,0,1,1,3.8
STU0535,MBA,Tier 3,Pune,IT,7.55,66.4,2,2,SME,4.9,0,None,0.23,0.34,0.41000000000000003,4.1,0.7,0.47,0.52,0.99,0.09,12,3,0,0,0.59,0.0,0.52,1,1,1,6.4
STU0536,Arts,Tier 3,Chennai,IT,5.68,70.5,0,0,None,0.0,2,Python|Machine Learning,0.39,0.5800000000000001,0.67,4.6,0.51,0.26,0.3,0.46,0.05,0,13,1,0,0.16,0.35,0.46,0,0,1,3.0
STU0537,Arts,Tier 1,Chennai,Manufacturing,8.4,44.2,1,3,Startup,3.7,0,None,0.61,0.72,0.82,6.8,0.99,0.62,0.97,0.67,0.22,28,3,0,0,0.63,0.0,0.8,0,0,0,6.3
STU0538,MBA,Tier 3,Bangalore,Healthcare,7.01,69.5,3,9,Startup,4.5,1,Tableau,0.48,0.54,0.68,5.5,0.25,0.58,0.89,0.53,0.21,17,8,1,0,0.79,0.18,0.44,0,0,1,7.0
STU0539,Engineering,Tier 2,Pune,Consulting,8.11,62.7,0,0,None,0.0,1,AWS,0.47,0.61,0.71,12.5,0.49,0.94,0.75,0.42,-0.05,18,11,1,0,0.16,0.18,0.66,0,0,1,9.4
STU0540,Engineering,Tier 2,Ahmedabad,Healthcare,5.77,89.8,0,0,None,0.0,0,None,0.35,0.54,0.63,12.5,0.58,0.3,0.57,0.79,-0.04,26,11,1,1,0.16,0.3,0.48,1,1,1,8.6
STU0541,Data Science,Tier 3,Mumbai,Consulting,5.54,64.5,1,3,SME,4.6,1,Cybersecurity,0.33,0.47000000000000003,0.53,7.3,0.66,0.29,0.63,0.57,0.15,14,14,0,1,0.58,0.48,0.49,0,1,1,6.1
STU0542,Arts,Tier 3,Chennai,Manufacturing,8.42,42.9,2,8,Startup,4.3,1,Digital Marketing,0.33,0.44,0.55,4.4,0.22,0.51,0.83,0.64,0.16,29,12,1,1,0.76,0.48,0.37,1,1,1,4.3
STU0543,Nursing,Tier 3,Kolkata,BFSI,6.13,64.7,0,0,None,0.0,1,Power BI,0.34,0.46,0.53,4.2,0.94,0.14,0.58,1.0,0.19,0,13,1,1,0.16,0.48,0.56,1,1,1,2.7
STU0544,Commerce,Tier 2,Chennai,FMCG,8.76,80.3,2,4,PSU,4.7,0,None,0.54,0.66,0.78,4.3,0.51,0.74,0.75,0.82,0.06,5,5,1,0,0.6,0.0,0.62,0,1,1,7.2
STU0545,Law,Tier 3,Mumbai,BFSI,4.39,76.4,1,2,PSU,4.3,1,PMP,0.12,0.26,0.32,5.6,0.89,0.36,0.62,0.38,0.04,9,2,1,1,0.54,0.48,0.54,0,1,1,4.8
STU0546,Engineering,Tier 3,Chennai,Pharma,7.05,83.4,2,8,MNC,3.7,0,None,0.28,0.41000000000000003,0.52,3.0,0.37,0.12,0.83,0.32,0.25,13,7,0,0,0.83,0.0,0.31,0,0,0,5.1
STU0547,Law,Tier 3,Pune,IT,7.14,80.0,3,9,NGO,5.0,2,Power BI|Digital Marketing,0.22,0.38,0.47,5.6,0.66,0.21,0.46,0.47,-0.02,21,8,0,0,0.71,0.35,0.44,1,1,1,4.8
STU0548,Engineering,Tier 2,Hyderabad,FMCG,7.76,32.5,1,6,NGO,4.5,1,SQL,0.62,0.71,0.7999999999999999,8.8,0.62,0.73,0.83,0.79,0.23,5,13,1,1,0.62,0.48,0.68,1,1,1,10.7
STU0549,Arts,Tier 3,Mumbai,BFSI,7.11,55.6,1,3,Startup,3.4,0,None,0.31,0.49,0.63,4.4,0.4,0.44,0.82,0.59,-0.04,7,4,1,0,0.6,0.0,0.44,0,1,1,3.1
STU0550,Arts,Tier 1,Hyderabad,Pharma,8.83,70.7,1,3,MNC,4.7,3,Tableau|React|AWS,0.61,0.76,0.9,6.5,0.79,0.76,0.6,0.26,0.1,27,13,1,0,0.83,0.52,0.77,0,1,1,8.2
STU0551,Commerce,Tier 2,Mumbai,BFSI,7.97,80.4,0,0,None,0.0,0,None,0.23,0.4,0.54,9.8,0.66,0.97,0.81,0.26,0.17,28,9,1,1,0.16,0.3,0.68,0,1,1,6.0
STU0552,MBA,Tier 2,Bangalore,Manufacturing,7.12,81.4,1,5,PSU,3.2,0,None,0.44,0.62,0.69,15.1,0.46,0.44,0.52,0.79,-0.09,15,4,0,0,0.5,0.0,0.5,1,1,1,12.0
